DATE,GPRD,GPRD_ACT,GPRD_THREAT,EVENT
23-02-1990,41.51,41.38,41.42,
24-02-1990,72.69,31.06,94.98,
25-02-1990,51.38,6.83,79.76,
26-02-1990,65.27,43.38,72.37,
27-02-1990,127.22,68.29,170.89,
28-02-1990,80.14,79.90,66.64,
01-03-1990,57.67,50.31,59.95,
02-03-1990,84.64,84.38,70.38,
03-03-1990,34.15,45.39,18.93,
04-03-1990,47.71,54.36,39.67,
05-03-1990,74.20,105.68,61.70,
06-03-1990,67.97,45.18,75.36,
07-03-1990,77.89,54.81,83.82,
08-03-1990,67.03,42.20,76.27,
09-03-1990,59.96,59.77,62.32,
10-03-1990,105.91,117.31,88.07,
11-03-1990,44.49,40.94,39.84,
12-03-1990,50.34,50.19,41.86,
13-03-1990,72.12,57.52,79.96,
14-03-1990,90.26,53.99,127.59,
15-03-1990,59.09,48.51,63.59,
16-03-1990,71.67,87.32,52.97,
17-03-1990,84.17,83.91,69.99,
18-03-1990,56.63,43.91,62.78,
19-03-1990,62.39,56.55,56.60,
20-03-1990,79.22,78.98,90.58,
21-03-1990,67.79,63.07,60.13,
22-03-1990,75.78,71.95,66.01,
23-03-1990,35.58,23.64,39.44,
24-03-1990,73.61,67.74,75.34,
25-03-1990,71.73,39.00,92.18,
26-03-1990,76.91,32.86,100.50,
27-03-1990,75.17,99.92,41.67,
28-03-1990,89.02,102.76,62.34,
29-03-1990,82.46,85.78,77.51,
30-03-1990,73.18,53.76,76.87,
31-03-1990,110.05,54.86,146.42,
01-04-1990,68.27,64.82,64.88,
02-04-1990,132.06,65.83,164.72,
03-04-1990,100.80,73.08,129.53,
04-04-1990,86.15,68.71,93.13,
05-04-1990,65.84,55.27,69.15,
06-04-1990,92.57,56.18,113.79,
07-04-1990,66.03,54.86,64.06,
08-04-1990,40.51,31.07,51.83,
09-04-1990,92.56,67.99,121.52,
10-04-1990,89.53,59.50,99.26,
11-04-1990,100.52,109.32,98.78,
12-04-1990,74.69,81.91,68.32,
13-04-1990,79.47,50.04,90.43,
14-04-1990,100.56,82.56,98.38,
15-04-1990,58.50,43.74,79.05,
16-04-1990,90.29,45.01,122.01,
17-04-1990,76.09,40.46,101.24,
18-04-1990,97.16,64.57,107.72,
19-04-1990,81.24,51.54,116.69,
20-04-1990,131.39,55.57,178.78,
21-04-1990,95.15,47.43,138.47,
22-04-1990,86.87,52.72,100.51,
23-04-1990,126.77,76.93,155.83,
24-04-1990,77.71,29.05,113.09,
25-04-1990,82.45,29.01,120.99,
26-04-1990,92.81,99.64,77.17,
27-04-1990,78.46,60.83,79.74,
28-04-1990,85.08,56.55,94.33,
29-04-1990,46.57,30.95,56.79,
30-04-1990,44.61,0.00,74.20,
01-05-1990,120.37,57.60,160.15,
02-05-1990,151.62,146.57,152.82,
03-05-1990,82.55,71.56,83.56,
04-05-1990,97.07,40.32,134.53,
05-05-1990,125.87,34.22,180.78,
06-05-1990,52.68,39.39,54.76,
07-05-1990,72.01,66.27,73.70,
08-05-1990,64.08,49.14,65.58,
09-05-1990,82.81,26.07,123.23,
10-05-1990,66.04,41.58,75.15,
11-05-1990,61.70,38.44,76.96,
12-05-1990,29.52,23.55,29.46,
13-05-1990,81.66,77.87,82.66,
14-05-1990,95.12,100.41,83.75,
15-05-1990,75.06,69.84,74.90,
16-05-1990,110.85,102.00,141.80,
17-05-1990,80.11,69.45,92.69,
18-05-1990,70.23,62.24,64.89,
19-05-1990,74.76,57.33,76.51,
20-05-1990,74.19,51.45,96.56,
21-05-1990,121.46,121.09,128.54,
22-05-1990,91.48,76.80,96.09,
23-05-1990,85.75,44.99,105.08,
24-05-1990,99.41,56.63,129.90,
25-05-1990,100.38,88.06,113.52,
26-05-1990,94.48,23.55,137.48,
27-05-1990,78.03,70.71,70.78,
28-05-1990,140.36,139.93,140.06,
29-05-1990,145.38,134.58,155.43,
30-05-1990,93.31,74.42,108.63,
31-05-1990,110.66,128.11,94.98,
01-06-1990,84.84,99.96,70.55,
02-06-1990,98.65,82.82,112.25,
03-06-1990,80.47,80.22,72.49,
04-06-1990,129.20,154.56,94.54,
05-06-1990,99.24,84.80,94.31,
06-06-1990,97.43,111.00,69.44,
07-06-1990,80.44,65.61,79.05,
08-06-1990,100.02,95.72,93.15,
09-06-1990,87.33,104.47,87.14,
10-06-1990,56.69,84.77,35.35,
11-06-1990,38.26,54.49,18.18,
12-06-1990,64.66,89.25,41.36,
13-06-1990,74.65,65.12,69.83,
14-06-1990,72.17,115.12,36.01,
15-06-1990,73.79,122.61,40.91,
16-06-1990,120.02,131.62,109.78,
17-06-1990,56.93,42.57,65.09,
18-06-1990,78.60,78.36,65.36,
19-06-1990,65.85,60.59,75.81,
20-06-1990,89.66,84.68,78.48,
21-06-1990,66.55,103.20,30.74,
22-06-1990,86.65,62.83,104.81,
23-06-1990,118.31,89.86,121.80,
24-06-1990,45.76,42.11,46.84,
25-06-1990,53.05,58.76,39.21,
26-06-1990,49.08,9.78,73.45,
27-06-1990,101.08,100.77,84.05,
28-06-1990,64.67,64.47,59.75,
29-06-1990,97.19,56.52,121.23,
30-06-1990,52.40,46.43,58.09,
01-07-1990,89.82,93.13,77.68,
02-07-1990,100.89,100.58,83.89,
03-07-1990,127.22,117.07,130.20,
04-07-1990,107.43,83.30,129.04,
05-07-1990,85.46,48.68,101.52,
06-07-1990,89.53,116.03,67.00,
07-07-1990,143.25,83.30,188.60,
08-07-1990,80.51,68.80,82.89,
09-07-1990,55.96,55.78,46.53,
10-07-1990,91.22,114.87,79.84,
11-07-1990,61.61,47.24,63.05,
12-07-1990,51.30,21.92,67.03,
13-07-1990,75.86,67.22,70.09,
14-07-1990,67.48,85.62,51.01,
15-07-1990,62.78,51.54,61.42,
16-07-1990,66.65,53.16,66.51,
17-07-1990,39.67,49.44,32.99,
18-07-1990,85.67,47.45,110.81,
19-07-1990,82.25,37.27,111.92,
20-07-1990,90.64,98.58,75.37,
21-07-1990,105.35,93.35,97.33,
22-07-1990,55.01,54.84,58.82,
23-07-1990,107.77,113.09,94.33,
24-07-1990,133.89,98.87,140.20,
25-07-1990,122.69,163.08,75.57,
26-07-1990,85.67,99.64,65.30,
27-07-1990,79.76,74.84,78.03,
28-07-1990,155.74,143.32,179.32,
29-07-1990,57.51,68.80,44.63,
30-07-1990,63.26,103.20,19.13,
31-07-1990,130.76,173.81,104.70,
01-08-1990,137.23,113.22,157.40,
02-08-1990,108.86,85.27,116.39,
03-08-1990,250.39,155.50,361.81,
04-08-1990,213.33,106.34,295.65,
05-08-1990,154.40,76.96,227.60,
06-08-1990,257.97,175.35,380.27,
07-08-1990,299.68,96.03,462.79,
08-08-1990,324.48,154.50,467.14,
09-08-1990,223.93,100.07,340.30,
10-08-1990,216.13,140.88,297.22,
11-08-1990,274.65,189.98,372.86,
12-08-1990,210.50,154.63,270.23,
13-08-1990,343.07,269.12,430.25,
14-08-1990,379.88,151.48,522.26,
15-08-1990,269.12,87.80,398.73,
16-08-1990,192.85,165.87,220.11,
17-08-1990,236.61,165.99,320.63,
18-08-1990,249.20,109.07,333.57,
19-08-1990,163.58,44.48,241.14,
20-08-1990,234.89,108.08,340.56,
21-08-1990,317.22,134.79,449.71,
22-08-1990,344.55,245.35,450.22,
23-08-1990,294.80,100.54,445.11,
24-08-1990,270.33,119.78,392.48,
25-08-1990,336.24,99.32,517.76,
26-08-1990,209.75,129.79,276.65,
27-08-1990,245.15,119.22,348.04,
28-08-1990,266.15,56.86,426.81,
29-08-1990,292.72,116.73,454.35,
30-08-1990,186.42,57.18,280.22,
31-08-1990,263.64,161.09,346.52,
01-09-1990,261.36,133.31,384.11,
02-09-1990,181.36,110.69,252.37,
03-09-1990,259.24,172.30,335.33,
04-09-1990,292.61,154.11,413.18,
05-09-1990,275.64,125.35,394.07,
06-09-1990,179.06,114.24,232.27,
07-09-1990,211.11,91.84,306.41,
08-09-1990,250.01,101.96,387.43,
09-09-1990,134.60,65.46,185.64,
10-09-1990,198.42,142.86,284.16,
11-09-1990,187.15,158.59,202.31,
12-09-1990,145.51,59.73,206.41,
13-09-1990,130.04,75.05,182.12,
14-09-1990,196.90,107.77,269.67,
15-09-1990,276.54,152.51,371.83,
16-09-1990,130.47,101.17,180.82,
17-09-1990,184.62,94.65,271.94,
18-09-1990,175.53,107.69,247.01,
19-09-1990,206.75,119.09,275.07,
20-09-1990,143.72,97.85,209.87,
21-09-1990,172.69,86.08,248.04,
22-09-1990,149.79,103.38,182.04,
23-09-1990,132.37,94.74,180.62,
24-09-1990,199.94,107.74,278.60,
25-09-1990,280.19,117.14,428.39,
26-09-1990,192.84,153.80,249.44,
27-09-1990,153.66,57.00,213.94,
28-09-1990,148.15,106.04,189.53,
29-09-1990,165.94,73.52,255.52,
30-09-1990,114.46,87.26,145.56,
01-10-1990,213.21,228.11,250.80,
02-10-1990,177.70,99.93,234.91,
03-10-1990,129.12,62.14,185.11,
04-10-1990,140.66,105.17,163.75,
05-10-1990,179.60,143.24,192.48,
06-10-1990,167.36,115.07,201.55,
07-10-1990,112.78,141.35,107.18,
08-10-1990,159.05,76.55,218.90,
09-10-1990,146.36,68.09,202.84,
10-10-1990,160.44,112.90,196.19,
11-10-1990,104.30,78.88,125.61,
12-10-1990,146.78,142.38,145.15,
13-10-1990,170.65,180.13,208.67,
14-10-1990,100.63,65.07,122.12,
15-10-1990,167.20,145.85,165.10,
16-10-1990,156.12,97.27,186.61,
17-10-1990,132.32,81.88,166.94,
18-10-1990,125.93,83.69,157.07,
19-10-1990,159.45,135.12,165.73,
20-10-1990,154.33,76.93,201.66,
21-10-1990,123.93,53.43,178.25,
22-10-1990,167.99,104.67,192.07,
23-10-1990,144.02,86.15,175.65,
24-10-1990,167.02,148.01,177.46,
25-10-1990,115.72,64.89,156.37,
26-10-1990,156.07,116.69,201.15,
27-10-1990,118.31,56.16,168.64,
28-10-1990,105.05,111.71,93.18,
29-10-1990,147.35,54.40,208.74,
30-10-1990,89.66,69.52,115.98,
31-10-1990,173.36,112.10,233.76,
01-11-1990,93.12,66.31,121.68,
02-11-1990,124.02,95.72,159.68,
03-11-1990,85.82,57.04,104.66,
04-11-1990,99.80,89.86,128.49,
05-11-1990,140.50,118.52,170.75,
06-11-1990,230.65,195.70,261.17,
07-11-1990,124.92,103.06,150.44,
08-11-1990,117.44,41.32,183.83,
09-11-1990,154.90,102.95,191.56,
10-11-1990,196.51,89.56,252.11,
11-11-1990,98.25,97.95,105.04,
12-11-1990,160.70,155.04,181.05,
13-11-1990,149.04,67.10,223.88,
14-11-1990,199.94,154.02,279.61,
15-11-1990,157.06,106.76,213.71,
16-11-1990,160.54,93.68,240.94,
17-11-1990,155.10,88.36,211.88,
18-11-1990,117.03,71.30,156.78,
19-11-1990,147.46,115.50,218.96,
20-11-1990,164.66,77.25,217.46,
21-11-1990,223.49,188.14,256.04,
22-11-1990,114.81,110.22,106.08,
23-11-1990,138.75,112.38,151.43,
24-11-1990,230.96,157.88,252.40,
25-11-1990,120.20,119.83,117.59,
26-11-1990,174.96,151.16,193.98,
27-11-1990,229.97,204.87,284.81,
28-11-1990,191.56,158.36,256.41,
29-11-1990,189.89,126.21,245.62,
30-11-1990,161.98,129.19,195.31,
01-12-1990,222.40,46.68,350.40,
02-12-1990,104.04,60.23,150.70,
03-12-1990,228.83,173.81,262.77,
04-12-1990,206.74,159.26,226.61,
05-12-1990,219.86,165.61,260.01,
06-12-1990,172.61,87.87,238.19,
07-12-1990,199.22,101.25,298.84,
08-12-1990,189.13,79.99,266.87,
09-12-1990,100.71,50.20,131.59,
10-12-1990,150.05,80.55,201.55,
11-12-1990,171.26,97.56,211.57,
12-12-1990,117.66,45.11,165.57,
13-12-1990,126.71,108.27,144.50,
14-12-1990,135.04,126.71,145.32,
15-12-1990,164.68,164.17,200.14,
16-12-1990,106.37,98.47,113.72,
17-12-1990,182.19,110.08,247.91,
18-12-1990,177.99,118.29,230.23,
19-12-1990,120.90,77.14,160.85,
20-12-1990,131.51,63.78,177.33,
21-12-1990,84.72,59.12,112.72,
22-12-1990,207.80,170.60,243.94,
23-12-1990,100.38,96.07,120.20,
24-12-1990,103.90,146.23,101.64,
25-12-1990,163.48,120.09,186.02,
26-12-1990,216.18,114.09,306.64,
27-12-1990,192.49,133.88,275.45,
28-12-1990,107.81,19.54,179.29,
29-12-1990,150.27,130.27,141.26,
30-12-1990,99.13,65.88,116.77,
31-12-1990,193.08,252.64,170.59,
01-01-1991,179.96,159.47,188.44,
02-01-1991,167.07,183.78,182.04,
03-01-1991,161.91,104.70,203.77,
04-01-1991,179.54,178.99,216.48,
05-01-1991,252.91,245.99,256.47,
06-01-1991,92.32,73.63,116.69,
07-01-1991,244.94,197.68,281.27,
08-01-1991,364.64,378.88,435.60,
09-01-1991,300.28,247.08,396.33,
10-01-1991,292.17,242.10,384.94,
11-01-1991,376.15,314.51,484.31,
12-01-1991,355.52,416.31,422.33,
13-01-1991,233.96,251.75,277.92,
14-01-1991,351.93,300.72,418.05,
15-01-1991,572.30,464.17,717.86, Gulf War - Operation Desert Storm
16-01-1991,477.96,452.90,613.86,
17-01-1991,565.65,810.61,464.47,
18-01-1991,552.74,886.28,366.41,
19-01-1991,391.99,616.44,312.18,
20-01-1991,270.90,423.91,182.49,
21-01-1991,460.97,694.67,374.40,
22-01-1991,503.78,701.22,387.29,
23-01-1991,437.26,616.44,359.92,
24-01-1991,407.59,635.36,363.57,
25-01-1991,414.07,639.43,317.31,
26-01-1991,427.06,667.38,335.92,
27-01-1991,275.46,373.19,234.93,
28-01-1991,338.67,485.33,255.21,
29-01-1991,447.91,598.65,417.47,
30-01-1991,489.92,716.93,381.22,
31-01-1991,338.40,464.81,262.63,
01-02-1991,319.81,472.33,216.68,
02-02-1991,323.61,445.79,254.41,
03-02-1991,306.05,445.10,263.47,
04-02-1991,312.30,422.53,259.68,
05-02-1991,388.54,516.46,306.52,
06-02-1991,384.49,589.71,254.14,
07-02-1991,248.98,338.15,180.03,
08-02-1991,362.51,432.01,325.69,
09-02-1991,292.29,412.80,222.79,
10-02-1991,203.85,284.51,158.21,
11-02-1991,355.52,472.57,290.94,
12-02-1991,279.66,413.40,152.36,
13-02-1991,264.64,382.09,189.70,
14-02-1991,294.45,454.99,183.63,
15-02-1991,235.74,372.78,168.99,
16-02-1991,284.27,393.28,250.85,
17-02-1991,223.97,280.90,180.23,
18-02-1991,367.28,563.30,234.93,
19-02-1991,273.72,423.24,176.51,
20-02-1991,286.21,420.98,195.08,
21-02-1991,290.70,465.12,179.06,
22-02-1991,324.60,381.68,297.60,
23-02-1991,427.80,414.96,548.02,
24-02-1991,277.76,396.56,233.82,
25-02-1991,510.52,832.82,250.85,
26-02-1991,369.17,557.03,215.71,
27-02-1991,435.50,618.91,323.61,
28-02-1991,242.75,335.08,248.43,
01-03-1991,194.16,229.11,204.28,
02-03-1991,210.32,279.57,165.17,
03-03-1991,181.89,237.13,157.07,
04-03-1991,225.07,345.20,201.55,
05-03-1991,199.85,239.09,166.18,
06-03-1991,194.86,231.26,162.03,
07-03-1991,198.91,251.68,146.31,
08-03-1991,113.65,100.71,133.00,
09-03-1991,163.74,263.69,62.84,
10-03-1991,158.26,193.62,125.61,
11-03-1991,192.20,247.96,150.42,
12-03-1991,197.61,259.21,147.02,
13-03-1991,121.96,126.45,113.59,
14-03-1991,80.51,91.73,76.51,
15-03-1991,111.94,148.79,82.74,
16-03-1991,166.52,130.43,178.03,
17-03-1991,155.76,158.73,155.43,
18-03-1991,212.67,205.60,214.36,
19-03-1991,168.79,136.72,210.54,
20-03-1991,133.61,119.42,137.92,
21-03-1991,95.17,72.98,97.40,
22-03-1991,125.07,68.01,157.58,
23-03-1991,145.96,126.53,147.75,
24-03-1991,85.21,99.11,76.76,
25-03-1991,124.44,129.97,128.12,
26-03-1991,105.56,100.22,108.68,
27-03-1991,127.93,127.54,113.98,
28-03-1991,103.40,114.53,114.64,
29-03-1991,79.40,123.12,58.68,
30-03-1991,100.38,175.13,73.04,
31-03-1991,69.33,84.48,44.84,
01-04-1991,78.30,108.08,50.08,
02-04-1991,157.98,142.26,152.56,
03-04-1991,151.22,188.44,125.74,
04-04-1991,97.20,100.78,90.52,
05-04-1991,108.99,108.66,103.58,
06-04-1991,130.84,83.00,148.36,
07-04-1991,82.73,72.58,88.06,
08-04-1991,101.10,106.72,98.90,
09-04-1991,98.15,78.28,114.26,
10-04-1991,85.38,51.07,99.39,
11-04-1991,88.61,74.75,85.02,
12-04-1991,107.79,115.73,96.53,
13-04-1991,61.59,87.71,51.21,
14-04-1991,58.63,36.53,73.13,
15-04-1991,134.71,170.92,101.83,
16-04-1991,87.87,96.36,80.37,
17-04-1991,125.79,75.24,167.36,
18-04-1991,83.82,50.86,103.03,
19-04-1991,100.12,69.43,115.83,
20-04-1991,133.14,127.42,132.85,
21-04-1991,66.96,63.24,58.61,
22-04-1991,70.78,103.49,31.39,
23-04-1991,64.78,68.89,71.83,
24-04-1991,123.75,113.87,110.81,
25-04-1991,48.24,19.24,74.88,
26-04-1991,100.95,59.64,130.57,
27-04-1991,87.33,116.08,77.46,
28-04-1991,57.52,67.46,39.39,
29-04-1991,99.33,77.50,122.10,
30-04-1991,97.04,87.95,102.70,
01-05-1991,120.08,99.07,172.16,
02-05-1991,42.33,49.24,41.07,
03-05-1991,70.01,66.12,67.41,
04-05-1991,61.34,50.96,76.51,
05-05-1991,64.55,47.42,79.10,
06-05-1991,201.26,162.68,217.10,
07-05-1991,123.67,123.29,117.53,
08-05-1991,122.84,106.13,136.19,
09-05-1991,71.49,67.88,67.94,
10-05-1991,109.81,87.58,115.66,
11-05-1991,88.54,51.92,112.61,
12-05-1991,56.87,35.43,70.93,
13-05-1991,105.66,115.87,79.08,
14-05-1991,101.18,105.25,109.74,
15-05-1991,94.41,130.95,61.44,
16-05-1991,75.99,68.87,91.91,
17-05-1991,63.10,55.04,65.58,
18-05-1991,93.60,103.69,86.48,
19-05-1991,53.54,53.37,55.65,
20-05-1991,132.30,131.89,118.47,
21-05-1991,70.67,61.64,73.45,
22-05-1991,102.06,101.74,91.93,
23-05-1991,108.83,101.72,124.43,
24-05-1991,65.67,72.74,60.67,
25-05-1991,74.56,84.95,70.86,
26-05-1991,89.53,66.94,99.26,
27-05-1991,109.35,102.60,106.97,
28-05-1991,107.02,111.77,110.18,
29-05-1991,56.29,25.90,79.21,
30-05-1991,66.39,20.90,98.79,
31-05-1991,118.82,78.97,143.71,
01-06-1991,104.29,128.73,90.85,
02-06-1991,68.09,40.73,79.27,
03-06-1991,41.02,10.22,59.70,
04-06-1991,118.00,92.43,140.18,
05-06-1991,108.06,99.44,103.68,
06-06-1991,61.41,64.82,66.08,
07-06-1991,76.59,53.45,89.16,
08-06-1991,121.51,52.67,158.15,
09-06-1991,68.38,37.87,82.13,
10-06-1991,105.88,90.48,134.16,
11-06-1991,92.51,87.83,95.24,
12-06-1991,93.71,73.12,108.42,
13-06-1991,84.25,80.63,100.88,
14-06-1991,89.63,54.39,116.66,
15-06-1991,52.00,20.74,69.19,
16-06-1991,58.25,46.46,58.13,
17-06-1991,71.02,50.57,75.93,
18-06-1991,90.14,71.89,97.44,
19-06-1991,93.31,59.20,105.81,
20-06-1991,58.36,27.38,74.21,
21-06-1991,91.17,83.32,82.13,
22-06-1991,43.80,43.67,45.53,
23-06-1991,71.04,29.82,99.49,
24-06-1991,54.96,49.81,58.16,
25-06-1991,114.23,100.21,129.18,
26-06-1991,74.98,70.36,80.69,
27-06-1991,131.09,127.15,147.30,
28-06-1991,135.04,79.19,171.74,
29-06-1991,124.90,119.10,144.50,
30-06-1991,85.24,84.97,90.21,
01-07-1991,161.06,171.27,187.50,
02-07-1991,115.49,115.14,122.23,
03-07-1991,168.74,177.07,162.46,
04-07-1991,172.75,180.83,215.48,
05-07-1991,123.03,54.51,181.87,
06-07-1991,151.10,162.22,173.97,
07-07-1991,135.70,143.24,179.21,
08-07-1991,179.36,167.63,214.39,
09-07-1991,105.09,54.66,144.37,
10-07-1991,130.15,92.08,174.56,
11-07-1991,97.53,72.03,126.16,
12-07-1991,103.39,32.98,144.43,
13-07-1991,108.81,72.31,130.69,
14-07-1991,109.51,62.38,143.09,
15-07-1991,164.11,133.31,222.38,
16-07-1991,126.05,60.32,184.47,
17-07-1991,86.54,76.69,95.95,
18-07-1991,90.24,82.47,93.80,
19-07-1991,104.85,46.46,161.46,
20-07-1991,66.58,44.25,83.05,
21-07-1991,66.25,62.16,64.81,
22-07-1991,104.01,103.69,103.78,
23-07-1991,69.69,18.53,108.17,
24-07-1991,85.05,44.63,111.67,
25-07-1991,99.34,75.13,125.33,
26-07-1991,102.62,57.29,122.88,
27-07-1991,96.95,85.92,89.58,
28-07-1991,68.46,37.91,88.55,
29-07-1991,105.33,73.50,148.89,
30-07-1991,104.14,59.32,131.95,
31-07-1991,125.34,44.63,178.67,
01-08-1991,96.55,66.64,123.52,
02-08-1991,92.13,66.80,132.33,
03-08-1991,94.96,44.55,130.06,
04-08-1991,67.15,59.50,80.65,
05-08-1991,63.50,42.20,70.40,
06-08-1991,102.45,87.54,137.93,
07-08-1991,113.41,131.91,102.16,
08-08-1991,94.64,86.49,91.82,
09-08-1991,135.12,121.67,137.73,
10-08-1991,105.78,44.40,138.88,
11-08-1991,73.01,38.31,102.26,
12-08-1991,137.34,76.67,173.58,
13-08-1991,85.58,50.19,117.21,
14-08-1991,53.43,38.74,72.70,
15-08-1991,66.55,51.60,67.63,
16-08-1991,61.26,34.90,80.05,
17-08-1991,97.77,45.87,133.90,
18-08-1991,42.97,23.37,58.47,
19-08-1991,59.35,43.03,71.78,
20-08-1991,265.38,141.73,354.66,
21-08-1991,196.87,170.67,242.00,
22-08-1991,146.47,164.74,124.92,
23-08-1991,155.15,167.21,139.47,
24-08-1991,61.24,22.20,101.85,
25-08-1991,66.64,93.80,58.68,
26-08-1991,136.43,152.33,108.91,
27-08-1991,132.86,132.45,139.93,
28-08-1991,164.45,168.63,171.91,
29-08-1991,134.85,55.15,184.02,
30-08-1991,174.55,94.92,224.32,
31-08-1991,88.48,77.18,101.17,
01-09-1991,61.34,68.80,63.76,
02-09-1991,127.16,101.42,169.18,
03-09-1991,84.18,49.36,107.05,
04-09-1991,97.16,64.57,123.11,
05-09-1991,90.31,57.62,126.16,
06-09-1991,129.16,90.89,145.31,
07-09-1991,72.35,61.82,85.94,
08-09-1991,96.66,44.48,129.84,
09-09-1991,76.80,91.87,68.12,
10-09-1991,113.60,90.60,128.47,
11-09-1991,88.66,32.14,120.64,
12-09-1991,114.23,96.62,120.89,
13-09-1991,103.87,22.19,154.23,
14-09-1991,149.40,71.90,197.06,
15-09-1991,87.82,84.05,93.47,
16-09-1991,157.29,85.53,221.95,
17-09-1991,105.35,70.01,136.27,
18-09-1991,95.14,34.49,136.65,
19-09-1991,110.77,96.62,143.91,
20-09-1991,133.69,59.24,185.28,
21-09-1991,114.05,124.03,137.94,
22-09-1991,84.35,91.73,114.77,
23-09-1991,190.02,204.80,196.45,
24-09-1991,150.57,97.13,198.85,
25-09-1991,142.61,73.12,189.73,
26-09-1991,162.52,68.94,235.77,
27-09-1991,139.75,67.78,201.01,
28-09-1991,172.53,88.46,245.94,
29-09-1991,103.63,35.62,160.46,
30-09-1991,133.49,39.43,197.34,
01-10-1991,180.61,87.83,249.08,
02-10-1991,107.41,137.06,121.47,
03-10-1991,134.79,60.47,184.94,
04-10-1991,140.96,77.29,181.68,
05-10-1991,117.30,130.97,140.46,
06-10-1991,79.86,69.23,98.17,
07-10-1991,120.02,57.43,199.60,
08-10-1991,157.74,192.20,153.03,
09-10-1991,118.31,84.24,154.59,
10-10-1991,59.27,39.39,87.62,
11-10-1991,96.27,49.77,142.32,
12-10-1991,113.50,83.82,125.84,
13-10-1991,90.56,111.12,69.51,
14-10-1991,36.35,27.18,37.78,
15-10-1991,132.69,72.98,190.23,
16-10-1991,80.33,45.76,101.78,
17-10-1991,84.67,63.30,111.47,
18-10-1991,68.34,64.54,65.80,
19-10-1991,76.15,37.96,102.90,
20-10-1991,81.84,49.66,100.59,
21-10-1991,79.96,68.32,104.48,
22-10-1991,103.66,98.85,119.92,
23-10-1991,63.06,41.91,76.90,
24-10-1991,76.11,19.79,110.07,
25-10-1991,120.18,104.84,143.66,
26-10-1991,79.43,65.21,85.47,
27-10-1991,91.62,84.32,82.05,
28-10-1991,83.68,58.88,114.60,
29-10-1991,120.21,150.91,125.88,
30-10-1991,112.56,112.22,106.97,
31-10-1991,105.38,84.05,140.21,
01-11-1991,64.40,24.08,87.02,
02-11-1991,55.21,36.69,84.17,
03-11-1991,81.88,108.83,73.76,
04-11-1991,152.08,151.62,173.89,
05-11-1991,113.16,102.56,111.21,
06-11-1991,87.88,106.65,63.54,
07-11-1991,53.64,53.48,44.61,
08-11-1991,83.48,60.52,94.66,
09-11-1991,107.76,56.05,148.05,
10-11-1991,128.21,76.00,172.88,
11-11-1991,126.68,112.26,148.26,
12-11-1991,86.94,60.67,115.67,
13-11-1991,92.35,72.05,113.52,
14-11-1991,60.60,20.14,83.98,
15-11-1991,95.17,87.58,103.48,
16-11-1991,69.59,64.75,77.16,
17-11-1991,59.84,63.17,58.54,
18-11-1991,99.48,79.34,107.53,
19-11-1991,121.72,95.34,137.36,
20-11-1991,71.19,33.40,90.54,
21-11-1991,122.57,77.17,160.93,
22-11-1991,124.18,80.10,145.77,
23-11-1991,128.20,51.12,179.09,
24-11-1991,74.16,77.45,70.48,
25-11-1991,96.02,47.86,151.70,
26-11-1991,139.29,104.15,195.46,
27-11-1991,93.67,84.89,99.13,
28-11-1991,112.36,69.52,154.64,
29-11-1991,136.35,95.95,166.74,
30-11-1991,100.84,90.48,117.39,
01-12-1991,77.38,66.12,85.79,
02-12-1991,125.79,83.60,165.62,
03-12-1991,120.86,44.63,178.67,
04-12-1991,101.36,64.67,114.63,
05-12-1991,71.35,40.64,84.75,
06-12-1991,91.00,36.29,127.13,
07-12-1991,90.76,108.57,98.11,
08-12-1991,69.62,43.84,85.32,
09-12-1991,100.52,54.66,144.37,
10-12-1991,171.05,58.23,242.84,
11-12-1991,106.86,86.80,138.22,
12-12-1991,99.89,57.82,123.26,
13-12-1991,104.57,52.12,142.85,
14-12-1991,112.99,20.48,179.36,
15-12-1991,107.10,58.91,147.40,
16-12-1991,160.76,67.99,226.84,
17-12-1991,97.69,61.97,118.16,
18-12-1991,77.04,34.13,106.76,
19-12-1991,88.15,47.32,129.69,
20-12-1991,109.04,29.99,162.58,
21-12-1991,105.24,69.94,125.02,
22-12-1991,101.80,46.84,130.24,
23-12-1991,93.46,31.06,138.16,
24-12-1991,105.33,52.50,166.41,
25-12-1991,86.55,78.44,78.51,
26-12-1991,86.41,95.72,63.87,
27-12-1991,92.56,19.43,137.73,
28-12-1991,121.83,80.97,135.07,
29-12-1991,85.25,64.75,101.27,
30-12-1991,95.61,67.28,112.24,
31-12-1991,141.17,90.48,176.09,
01-01-1992,120.77,80.27,162.59,
02-01-1992,103.37,131.16,85.96,
03-01-1992,114.39,95.03,118.90,
04-01-1992,130.68,113.29,160.64,
05-01-1992,64.95,32.38,87.77,
06-01-1992,114.77,83.21,130.13,
07-01-1992,131.34,106.68,153.70,
08-01-1992,108.11,103.47,100.69,
09-01-1992,99.48,79.34,110.29,
10-01-1992,94.43,45.19,138.20,
11-01-1992,145.29,86.90,177.19,
12-01-1992,91.91,68.72,95.53,
13-01-1992,84.56,19.83,132.35,
14-01-1992,124.33,44.27,177.23,
15-01-1992,89.53,17.00,141.80,
16-01-1992,55.04,27.43,68.65,
17-01-1992,72.59,45.71,101.67,
18-01-1992,100.53,85.90,103.49,
19-01-1992,71.44,22.49,112.56,
20-01-1992,131.96,108.87,151.35,
